user,poi
0,19918 651 1303 713 6855 22994 6203 713 19260 8157 1552 2378 24006 23979 1598 1598 1025 1600 10127 5325 8157 3224 713 6855 22994 719 21488 
0,1600 1604 651 2070 1788 5819 2070 651 
0,31120 1600 651 1788 5819 
0,16330 31221 2378 24006 23979 24601 30504 3224 713 35170 22994 28228 6203 
0,24601 1604 18227 29250 1788 14867 5819 19918 2070 651 
0,5322 529 279 1303 6203 713 27774 27774 8157 31221 24601 1598 31120 1600 1604 651 2070 5159 1791 15244 2070 651 
0,719 1015 713 1025 1552 2378 24601 1604 651 14867 5635 1791 15244 2070 
0,8157 1552 2378 24601 1598 31120 1600 1604 2070 1788 
0,21432 1015 713 1025 1552 2378 1598 1600 2070 1788 5159 2070 651 
0,713 35170 16330 1552 8157 713 35170 6855 22994 6203 
0,27774 31221 24601 1598 29823 31120 1600 1604 
0,24601 1598 31120 1600 1604 651 2070 1788 5819 
0,1552 1598 1600 651 1788 1791 651 
0,19918 2070 651 279 1303 22994 27774 8157 1025 2378 24601 1600 28520 29508 6855 22994 16236 
0,1552 2378 1598 3224 
0,1015 713 1025 1552 2378 1598 1604 12503 12506 12512 12518 12519 2110 1600 1604 687 
0,1552 24601 29823 1600 2070 6757 1791 5819 19918 
0,30452 2070 651 279 30488 713 6855 22994 719 27774 8157 38322 31221 
0,713 6855 22994 719 35170 27774 30504 8157 31221 1552 2378 
0,33746 651 279 713 6855 22994 6203 719 27774 8157 31221 1552 24601 1598 29823 1600 2070 1788 5159 27278 5819 
0,713 719 1552 2901 3011 1598 3224 713 1015 719 
0,829 328 719 1015 713 1025 1552 2378 1598 1600 10127 18420 3224 713 1015 10650 
0,24006 29823 1600 1604 2070 1788 4574 15244 
0,719 27774 8157 1025 1552 24075 1598 8157 3224 713 
0,30452 651 22994 6203 713 27774 8157 31221 2378 24601 1598 29823 651 2070 1788 5159 1791 
0,2378 31120 651 14867 
0,713 719 713 1025 
0,19260 8157 31221 1598 2411 31120 1600 8157 713 10650 
0,713 8157 3224 8895 2437 2440 6855 6203 10650 719 
0,713 27774 8157 2378 1598 29823 1600 2378 1604 651 2070 1788 5819 15244 
0,1552 2378 24601 1598 29823 1600 2070 5635 1791 5819 15244 
0,1552 1598 29823 1600 1604 2070 1788 
0,651 713 719 6855 719 1015 713 1025 1552 2378 1598 1600 1600 1604 651 
0,2070 651 4394 2057 10423 28542 
0,6203 719 1015 713 1025 2378 1598 11180 3224 713 1015 719 6203 12051 
0,1552 2378 24601 1598 1604 1788 5159 1791 
0,19918 651 279 30488 713 6855 22994 6203 719 713 27774 31221 10899 31258 10244 9659 30488 713 6855 22994 6203 10650 
0,19918 279 30488 31221 1552 24601 29823 31120 1600 1604 651 1788 14867 1791 
0,27774 30504 8157 1552 1598 1600 1604 651 2070 35263 5635 1791 5819 
0,713 1015 719 1015 713 1552 2378 1598 1600 3224 3948 713 1015 
0,6203 719 829 21488 1552 2378 1598 1600 8679 6855 713 1015 719 
0,30452 5159 651 24601 1598 31120 1600 1604 10244 
0,30452 19918 2070 15045 10423 4394 713 27774 8157 31221 2378 23979 29823 1600 4298 10612 30001 713 6855 
0,713 1015 1015 713 1025 
0,713 22994 1015 719 713 1025 1015 1552 2378 1598 24601 1604 651 2070 5819 15244 651 
0,719 1015 713 1025 1552 2378 1598 1600 4298 10612 3224 713 1015 719 10650 
0,713 716 719 1015 713 1025 1552 1598 1600 1604 1731 1732 1734 651 1788 1791 2070 651 
1,1816 3255 2986 1153 3549 795 
1,330 3549 3255 4399 3446 4973 3615 434 635 992 795 964 927 1153 3549 15834 15858 
1,992 434 864 330 2862 2986 3709 
1,26565 3255 635 864 26232 2862 3412 33962 11163 
1,434 992 1816 795 927 2957 
1,34492 32391 795 992 1816 964 26458 1266 
1,964 992 4973 3549 32391 3446 3709 927 26232 3255 1816 5606 992 26535 3255 4399 
1,964 26458 927 2862 26232 26565 4399 3549 434 864 635 8845 30376 
1,434 434 795 26458 964 26535 26535 4973 5606 964 864 330 
1,434 864 635 330 992 3615 2957 2986 4399 795 1478 10038 
1,864 434 635 992 5606 3255 10038 964 1816 19746 
1,864 330 635 992 434 5606 2862 795 1816 927 3838 964 3549 3709 330 3255 
1,5606 26002 4399 3446 3549 4973 32391 
1,964 1153 3255 4973 4399 5606 34492 795 26458 864 927 2862 1816 1153 
1,927 864 3549 3255 4399 4973 34492 5606 36066 364 16037 964 26458 864 795 
1,3615 3255 26458 2862 5606 864 635 434 992 964 1816 1153 
1,2862 3255 864 5606 635 330 964 1816 
1,1153 2862 3838 4399 3615 3549 864 1816 434 635 330 992 1153 3709 964 795 927 3446 
1,3255 1153 964 26232 5606 3602 434 992 1153 795 3138 864 
1,4973 5606 864 635 330 434 25869 
1,3255 5606 864 3549 1816 10021 795 4973 3255 
1,4399 17423 26232 3838 4973 32391 992 1153 4399 26002 26458 34419 
1,992 26565 864 31098 9669 
1,3255 3549 864 434 635 5606 795 3709 20492 10021 7391 3838 
1,15879 4973 3255 864 635 364 16038 16043 16056 16068 16135 16186 16221 12602 795 
1,2862 16516 864 635 330 26458 795 964 992 1153 5606 864 635 
1,635 5606 330 992 927 26458 1816 1153 26565 
1,864 434 635 992 1816 927 2957 6518 13865 3709 
1,36063 36066 3709 4399 34492 32391 3446 5606 26232 4973 864 992 1816 
1,3446 330 864 434 635 992 7391 2957 3255 5606 795 964 1816 927 
1,2862 434 330 1816 635 18145 
1,864 635 1816 434 5606 2862 3838 2957 2986 13865 992 3615 
1,1816 3549 17423 34206 3838 5606 32391 26535 
1,20345 927 5606 992 26428 355 795 26458 330 26488 26232 434 3255 
1,32391 34492 5606 26458 1816 927 964 864 5606 26002 34492 1816 964 21238 26458 795 
1,3255 3549 3602 4399 3615 3446 4973 5606 864 635 434 992 
1,1816 927 1153 26458 5606 4973 3549 1816 
1,434 992 3255 864 434 635 330 927 795 1816 992 964 
1,26458 964 992 864 2986 2957 13865 434 330 
1,635 330 26232 3255 992 6518 795 864 
1,635 964 3709 16516 992 927 5606 330 
1,992 964 1153 927 26232 2862 1153 2957 31368 3709 3255 32391 26458 
1,16516 3255 992 964 3446 
1,26232 795 864 635 434 2986 13865 5318 1153 964 4973 26565 3549 1816 
1,4973 2862 3838 26002 4399 11723 3255 864 
1,1153 3446 964 11522 37814 795 2986 2862 964 3446 26232 
1,3709 4973 864 635 927 1816 2957 3709 795 
1,1153 3446 4399 26232 2862 1816 3838 3549 
1,3255 3549 2862 26535 3602 992 434 
1,1816 26232 927 1153 26565 5606 434 2986 13865 964 
1,795 1816 964 26565 992 
1,992 1153 26565 795 2957 2986 
1,26232 964 26565 5606 2862 434 864 10038 2986 2957 26535 795 26458 3709 992 3446 635 
1,11886 17579 3549 4399 34492 864 
1,330 3602 3446 5606 3615 4399 3255 4973 434 795 927 964 635 330 992 2957 3709 
1,1816 3446 2862 3549 1153 
1,23127 23082 23139 795 2862 3446 864 330 5606 635 434 
1,795 6518 964 5606 2862 3446 992 1153 434 635 330 26232 26535 964 
1,26458 3549 1816 4399 2862 3255 
1,1816 2862 330 992 3602 434 992 635 864 964 330 795 26232 1816 1153 26458 26565 5606 
1,3549 864 26535 3838 36048 17423 36055 
1,4399 4973 330 1153 330 3615 3602 5606 2862 16656 864 434 635 330 1816 964 795 3138 2957 2986 992 
1,3446 3602 3549 1153 2862 26232 434 864 635 330 992 2957 
1,5606 3446 2862 1153 4973 3549 3602 3255 864 12602 330 5606 2862 
1,5606 26458 1816 26232 927 30634 
1,4973 26232 5606 864 992 31512 7205 16516 
1,330 1816 434 992 3615 927 864 434 795 992 1478 3549 635 330 1816 3255 2986 7351 7404 2957 
1,864 964 635 330 992 434 1816 795 927 3446 1153 
1,795 864 3549 26535 964 1816 2862 992 26232 3255 16516 32391 
1,5606 434 4973 3255 992 864 635 330 434 31926 
1,3539 4973 3615 1153 3602 3549 5606 864 635 330 3446 927 1816 992 1153 2957 
1,992 864 5606 795 10021 10038 1816 635 864 
1,3446 26535 864 3838 26002 3255 5606 
1,2862 4399 3255 4399 1816 4973 26565 434 864 635 7205 2862 
1,26232 3549 4973 26565 1816 964 
1,3446 4973 1816 992 2957 6518 3709 635 26565 795 927 30345 
1,3549 3255 4973 3615 864 992 5606 1816 2957 635 
1,927 26232 2862 3446 5606 4399 795 2986 
1,2957 2986 5606 1153 3709 25930 795 
1,1153 3255 26535 17423 
1,5318 2986 26535 5606 434 
1,635 864 927 434 330 5606 992 795 10038 22492 1105 22515 
1,927 795 5606 26232 992 635 434 1816 927 1153 795 2957 
1,2957 1816 4973 34492 32391 26458 
1,10038 5606 4973 32391 34492 992 2986 2957 1816 
1,964 3255 4399 5606 864 635 22492 23082 1105 
1,964 992 1816 795 26232 5606 635 864 434 26535 2957 964 992 3255 1816 
1,330 927 3446 4399 3549 4973 330 992 5606 964 864 434 3255 927 635 2862 1816 2986 1153 3549 
1,1816 2862 26565 927 5606 635 330 26458 795 
1,37867 17423 3838 3549 1153 26535 34492 32391 795 992 
1,864 434 992 635 1816 795 964 927 5606 2862 
1,927 330 635 434 2862 2957 2986 1816 26232 964 
1,3549 964 4973 3446 34492 32391 4399 35256 2957 26458 33545 
1,795 4399 3549 3602 4973 26232 964 992 864 635 330 434 1816 927 27299 26458 1153 795 3255 16516 
1,5606 3446 1153 864 5606 992 3549 635 330 3602 16516 2957 2986 
1,330 5606 964 2862 1816 795 992 31368 
1,4973 3255 330 3602 1153 3539 3615 864 927 992 635 964 
1,964 1153 34492 1266 6518 927 964 16516 17423 
1,3446 3539 4973 964 795 2986 3709 5260 5318 330 
1,330 26232 26565 964 927 1816 
1,4399 2862 3549 864 992 330 5606 927 3709 795 635 434 964 6518 
1,26535 795 1816 927 26565 795 3446 5606 3446 3709 992 15471 635 927 330 26232 964 1816 16516 4973 
1,34206 795 26458 2862 32391 5606 4399 34793 2862 
1,1153 864 964 2862 26232 2862 3446 32391 34492 5606 4399 992 6518 
1,3446 5606 3539 864 2986 6518 3549 1478 635 434 330 992 964 927 
1,3446 3539 3549 3602 1153 3615 992 3549 3691 3709 864 795 1478 635 
1,4399 26232 4973 992 5606 434 864 2986 
1,5606 635 330 992 2862 864 635 5606 330 434 964 1816 927 795 3446 2957 16516 
1,3446 992 795 2957 3709 16516 3255 
1,4973 3549 864 635 434 330 992 1816 927 795 5606 3446 
1,795 927 330 992 964 1816 10021 10038 3709 1478 927 3255 4399 
1,3549 1153 4399 4973 864 5606 23921 3933 23923 23928 
1,434 964 1153 26565 5606 434 635 10038 434 795 26458 864 992 
1,992 26565 434 795 3549 
1,3446 5606 32391 34492 795 26458 927 2862 3446 
1,2957 2986 13865 3539 864 992 635 2957 2986 795 3602 3446 927 1816 964 434 330 
1,992 4399 795 23116 2957 
1,927 3602 26565 4973 26565 26535 330 434 795 992 1153 
1,992 3549 1153 3539 3446 5606 864 795 5606 927 635 1478 330 
1,434 964 1816 927 1153 5606 3709 26232 3255 992 6518 18438 635 434 1816 
1,1816 5318 6518 795 
1,434 864 635 964 1816 1153 795 5606 11351 2957 
1,1153 3446 3549 4973 3255 5606 1153 11380 
1,26232 34492 16516 34538 10038 795 
1,864 26535 5606 992 1153 3255 1816 2862 864 
1,330 26565 26458 964 927 1153 2862 3446 927 
1,4973 3255 3446 864 4399 6518 3838 795 927 
1,1816 927 992 26232 34492 2957 927 992 864 
1,26458 5606 2862 3549 17423 26232 5606 26458 4399 
1,3255 3602 4973 2862 3615 4399 864 635 330 927 14605 19414 2957 434 964 
1,635 964 1816 434 927 992 864 635 795 927 1816 964 330 2862 12923 7404 12961 2986 
1,4399 3709 26535 3446 34206 34492 
1,4399 1153 4973 3709 32391 992 4399 864 964 3255 5456 2957 2986 
1,33545 864 927 3549 17423 2986 
1,32391 34492 864 26458 795 
1,964 3446 3255 3549 992 1153 927 26002 864 26232 
1,795 3446 3549 26232 5606 2862 34492 1153 
1,992 1153 635 864 26232 1816 26565 
1,27915 3602 3446 3549 
1,795 864 927 964 992 1153 434 992 1478 795 927 1816 635 964 
1,26232 330 992 27988 27995 28000 3255 5606 3446 26565 864 635 
1,1153 992 1816 635 864 330 434 795 3709 
1,330 992 5606 3446 864 434 635 5606 3446 795 2957 2986 964 1153 1816 927 
1,3549 3602 1153 2862 864 635 964 927 434 5606 3446 795 1816 
1,6518 22650 11886 3255 3446 864 5606 635 3709 330 964 1816 434 2957 3446 2862 
1,1816 26458 2957 992 3446 
1,26458 992 330 3709 16516 3138 10038 4399 
1,364 11859 11886 10021 1816 927 2862 864 635 330 992 1816 795 3709 4399 
1,2986 8806 38147 3709 
1,34126 34136 3255 3602 5606 4399 330 864 795 26458 26232 964 992 
2,274 18457 274 33875 
2,904 1513 413 2258 23630 2256 
2,2132 15642 16609 16610 16612 2132 3402 9044 4751 628 350 2102 11078 324 324 16794 16795 16796 1823 16816 1827 
2,165 2258 18457 23630 
2,1060 3402 9252 9325 14099 9253 1823 613 4318 638 350 1934 
2,16831 16831 904 1513 29506 357 306 4751 4214 3402 
2,904 36260 1513 22755 14630 1513 
2,6700 4062 6268 7240 2424 12536 4335 23336 76 10471 15109 324 317 224 2132 15642 1060 
2,904 677 4278 4293 4214 4751 10988 11029 10420 4220 3402 1060 1060 15642 
2,2495 677 904 904 677 2495 4214 4751 9044 9233 9239 6253 9325 3402 2132 16497 14315 21953 1060 1060 25234 4751 
2,317 1823 904 2132 1060 16497 317 787 778 165 2565 
2,22755 6935 28337 18457 
2,677 904 4214 4751 9044 9239 6253 9325 3402 1060 1060 2132 9325 12459 2132 16497 1060 1060 14315 9325 
2,904 677 4214 4751 4294 241 787 
2,904 6935 274 18457 
2,904 904 11544 6286 
2,357 613 4318 1823 
2,2182 904 6840 904 2210 5521 904 6192 7179 5296 1934 638 628 1823 613 4318 2102 787 2102 1934 
2,3402 4751 677 904 
2,23630 18457 9171 778 
2,317 318 342 346 347 421 586 613 628 629 638 
2,6935 904 1513 324 136 10481 16490 3402 1060 2132 15642 32084 904 
2,904 2210 677 4293 4214 4751 9044 9043 9237 9239 9246 9253 9325 
2,2132 15642 14315 1060 16497 13363 
2,904 1513 274 413 2258 
2,1513 324 136 915 1060 2132 16497 136 324 
2,28994 13363 3402 2132 
2,902 4853 638 628 350 4318 324 1089 1772 4223 1285 10481 16497 20536 
2,9440 433 628 904 350 904 638 628 4318 1823 306 4214 4751 9233 9239 6253 9325 3402 2132 1060 1060 15642 14315 10165 224 24831 1639 
2,14913 10471 317 4223 10481 13756 3402 3402 1060 6253 9239 306 1823 377 23336 14913 
2,413 18457 18457 2258 274 1513 
2,904 638 628 613 4318 4850 433 2102 241 24956 241 
2,13363 904 4751 3402 3402 2132 15638 1060 3402 433 2102 
2,13363 2132 15642 18736 
2,628 638 1934 2210 904 3402 3402 9309 9321 2132 
2,36260 413 18457 18457 
2,2210 904 638 628 350 613 4751 10986 4294 10988 11029 19610 19611 10420 224 3402 1060 1060 2132 1060 3402 
2,904 677 3402 2132 1060 5216 317 
2,6935 413 5472 18457 274 1513 35061 29872 35064 
2,33399 29981 904 33473 33474 
2,6935 274 413 743 18457 413 6935 25410 
2,28337 2258 23630 18457 4304 2258 15238 15238 30448 6455 
2,904 29981 274 413 12332 4304 17963 
2,3402 9309 9320 1060 1060 9044 11004 9233 9232 14078 4751 4293 4278 677 2210 904 
2,2132 3402 1060 1060 1823 4318 
2,6286 11544 638 628 1823 4850 9996 1489 1458 20820 20830 
2,904 628 4318 350 1823 9044 9239 14315 1060 1060 11004 4751 4293 306 2588 586 5445 1823 628 4318 613 628 638 904 
2,4868 2210 904 5286 4868 5287 5288 5296 5302 677 2210 5325 
2,904 13363 29981 28994 25410 
2,413 36394 36383 36383 
2,1513 279 2102 13363 904 
2,6935 1513 413 2258 
2,778 21060 9212 576 529 22724 22725 5042 22728 22755 4544 6735 241 12460 242 787 9885 21060 274 456 
2,638 1934 904 638 628 613 12948 4318 324 787 165 13015 4092 13027 13028 9451 
2,6280 4518 4220 6790 11029 
2,2132 1060 1060 3402 4751 904 628 4318 1823 306 4214 4751 9239 9325 9252 1060 1060 16497 1060 136 5625 4479 26672 
2,33075 33089 33089 14522 33112 20805 33154 33155 4074 15324 33183 
2,904 13363 1513 6253 3402 2132 1060 14315 4214 357 11417 28803 1474 22257 7003 28732 6443 
2,3402 9325 4751 4214 677 904 628 350 1823 2102 24956 242 27596 2788 241 1800 8204 9200 
2,1300 2182 3500 6759 1934 1823 4850 433 9996 9999 9999 1782 1344 1489 318 1290 586 
2,3402 9325 6253 9233 4751 4214 677 904 677 4214 4751 9239 6253 9325 3402 1060 1060 1060 2132 4751 350 
2,18457 413 274 1513 
2,904 4544 12309 23593 
2,904 904 377 9885 18785 29739 2132 15642 1060 16609 3057 306 
2,1513 30856 904 29981 
2,5521 1934 904 5723 5724 5725 5740 1293 5754 3798 3969 1934 5287 
2,3402 29739 2132 1060 1060 13363 904 
2,904 4293 4294 10988 11029 6030 10420 13493 8502 8504 4220 1144 1405 10425 13499 3402 1060 1060 2132 
2,350 904 628 4318 1823 306 4214 24641 24642 317 433 2110 868 283 24663 24664 3159 
2,3402 4518 6280 4220 14913 787 23924 324 613 638 904 904 6286 24018 24020 4853 1934 18936 903 628 1823 433 4245 1676 
2,37583 37585 34890 1131 904 5238 
2,22755 20913 306 4751 3402 2132 16497 
2,7173 306 4214 4751 6253 9239 9325 3402 1060 1060 4751 4214 
2,2132 16497 14315 4754 18920 16610 14315 28457 
2,904 4294 10988 11029 
2,4278 5287 5288 5296 5521 2210 904 7889 7890 1213 1299 8091 
2,13363 904 13363 3402 1060 15638 15642 
2,16609 3402 13756 9885 13363 29981 28994 29981 
2,18936 904 904 677 1934 638 628 613 4318 1823 19011 306 4214 4751 10986 4294 4294 317 
2,904 628 306 4214 4294 11029 3402 2132 
2,29506 29739 16831 3402 2132 1060 14315 
2,28984 904 15238 18457 37196 37185 904 
2,904 677 350 4214 4751 4294 
2,3402 9044 4751 306 1823 904 1934 638 350 613 4318 1823 306 4293 4214 4751 10986 4294 10988 10420 4220 224 3402 1060 2132 
2,904 1934 638 628 306 4751 9237 9239 9242 9246 14099 1060 2132 1060 16496 16497 9793 16500 2132 
2,6935 274 2258 1243 5472 21076 34371 274 1513 
2,2132 3402 31699 1060 904 13363 
2,904 350 421 324 317 2132 15642 16497 1060 1060 
